Origem,Origem (IATA),Origem (ICAO),Saida,Chegada,Destino,Destino (IATA),Destino (ICAO),Periodo,Frequencia
Vitória da Conquista,VDC,SBQV,06:20,08:25,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Vitória,VIX,SBVT,06:00,07:40,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Sábado
Vitória,VIX,SBVT,11:05,12:35,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sábado Domingo
Vitória,VIX,SBVT,11:35,13:05,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Segunda Terça Quarta Quinta
Vitória,VIX,SBVT,18:50,20:25,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Domingo Segunda Terça Quinta Sexta Domingo
Chapecó,XAP,SBCH,06:00,07:45,Guarulhos,GRU,SBGR,01/maio - 31/maio,Domingo
Chapecó,XAP,SBCH,06:25,08:10,Guarulhos,GRU,SBGR,01/maio - 31/maio,Segunda Quarta Sexta
Chapecó,XAP,SBCH,18:55,20:40,Guarulhos,GRU,SBGR,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Salvador,SSA,SBSV,16:00,18:05,Goiânia,GYN,SBGO,01/maio - 31/maio,Sexta Sábado Domingo
Salvador,SSA,SBSV,23:00,01:05,Goiânia,GYN,SBGO,01/maio - 31/maio,Domingo
Salvador,SSA,SBSV,14:45,16:25,João Pessoa,JPA,SBJP,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Porto Velho,PVH,SBPV,23:30,00:50,Manaus,MAO,SBEG,01/maio - 31/maio,Sexta Domingo
Rio Branco,RBR,SBRB,23:30,02:25,Manaus,MAO,SBEG,01/maio - 31/maio,Terça Quinta Sábado
Santarém,STM,SBSN,14:45,15:05,Manaus,MAO,SBEG,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Salvador,SSA,SBSV,14:55,16:05,Maceió,MCZ,SBMO,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Salvador,SSA,SBSV,14:55,16:30,Natal,NAT,SBSG,01/maio - 31/maio,Sexta Sábado Domingo
Salvador,SSA,SBSV,14:50,18:40,Porto Alegre,POA,SBPA,01/maio - 31/maio,Sábado
Salvador,SSA,SBSV,14:55,16:15,Recife,REC,SBRF,01/maio - 31/maio,Sexta Sábado Domingo
Salvador,SSA,SBSV,19:20,20:40,Recife,REC,SBRF,01/maio - 31/maio,Segunda Quinta Sábado
Salvador,SSA,SBSV,23:45,01:05,Recife,REC,SBRF,01/maio - 31/maio,Domingo
Salvador,SSA,SBSV,14:45,16:55,São Luís,SLZ,SBSL,01/maio - 31/maio,Sexta Sábado Domingo
Viracopos,VCP,SBKP,08:25,11:00,Salvador,SSA,SBSV,01/maio - 31/maio,Domingo
Viracopos,VCP,SBKP,11:25,13:50,Salvador,SSA,SBSV,01/maio - 31/maio,Sexta Sábado Domingo
Vitória,VIX,SBVT,11:30,13:05,Salvador,SSA,SBSV,01/maio - 31/maio,Sábado
Vitória,VIX,SBVT,12:40,14:10,Salvador,SSA,SBSV,01/maio - 31/maio,Sexta Domingo
Vitória,VIX,SBVT,23:25,01:00,Salvador,SSA,SBSV,01/maio - 31/maio,Domingo
