Origem,Saida,Chegada,Destino,Periodo,Frequencia
Galeão,14:30,16:10,Florianópolis,01/maio - 31/maio,Terça Sexta
Galeão,16:50,18:30,Florianópolis,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Galeão,21:35,23:15,Florianópolis,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Guarulhos,09:05,10:20,Florianópolis,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Guarulhos,13:20,14:35,Florianópolis,01/maio - 31/maio,Sexta Sábado Domingo Terça Quarta Quinta Sexta Sábado
Guarulhos,17:10,18:30,Florianópolis,01/maio - 31/maio,Domingo
Guarulhos,17:40,18:55,Florianópolis,01/maio - 31/maio,Segunda
Guarulhos,22:35,23:55,Florianópolis,01/maio - 31/maio,Sexta Domingo
Porto Alegre,06:15,07:20,Florianópolis,01/maio - 31/maio,Sábado
Galeão,07:40,10:50,Fortaleza,01/maio - 31/maio,Sexta Sábado Segunda Quarta Quinta Sexta
Galeão,12:10,15:20,Fortaleza,01/maio - 31/maio,Sábado
Galeão,13:10,16:20,Fortaleza,01/maio - 31/maio,Terça Domingo
Galeão,15:30,18:40,Fortaleza,01/maio - 31/maio,Sexta Domingo
Galeão,21:40,00:55,Fortaleza,01/maio - 31/maio,Segunda Terça Sexta Domingo
Galeão,22:15,01:30,Fortaleza,01/maio - 31/maio,Domingo
Guarulhos,08:25,11:50,Fortaleza,01/maio - 31/maio,Quarta Sexta Sábado
Guarulhos,08:40,12:05,Fortaleza,01/maio - 31/maio,Terça Quinta Domingo
Guarulhos,13:45,17:15,Fortaleza,01/maio - 31/maio,Sábado Domingo
Guarulhos,14:05,17:35,Fortaleza,01/maio - 31/maio,Sexta Segunda Terça Quarta Quinta
Guarulhos,22:35,02:05,Fortaleza,01/maio - 31/maio,Sexta Domingo
Orlando,13:25,22:20,Fortaleza,01/maio - 31/maio,Quinta
Miami,10:05,18:30,Fortaleza,01/maio - 31/maio,Quarta Sábado
Salvador,14:45,16:35,Fortaleza,01/maio - 31/maio,Sexta Sábado Domingo
Guarulhos,16:55,18:55,Santo Angelo,01/maio - 31/maio,Terça Quinta Sábado
Guarulhos,00:05,01:20,Galeão,01/maio - 31/maio,Segunda
Guarulhos,06:05,07:10,Galeão,01/maio - 31/maio,Sexta Sábado Domingo
Guarulhos,08:25,09:25,Galeão,01/maio - 31/maio,Terça Quinta
Guarulhos,08:50,09:55,Galeão,01/maio - 31/maio,Sábado
Guarulhos,09:00,10:05,Galeão,01/maio - 31/maio,Domingo
Guarulhos,09:10,10:15,Galeão,01/maio - 31/maio,Sexta Segunda Terça Quarta Quinta
Guarulhos,14:00,15:05,Galeão,01/maio - 31/maio,Sexta Domingo
Guarulhos,18:00,19:05,Galeão,01/maio - 31/maio,Segunda Quarta Sábado Domingo
Guarulhos,18:35,19:40,Galeão,01/maio - 31/maio,Terça Quinta Sexta
Guarulhos,20:00,21:10,Galeão,01/maio - 31/maio,Sexta
Guarulhos,21:15,22:25,Galeão,01/maio - 31/maio,Terça Quarta Quinta
Guarulhos,21:50,23:00,Galeão,01/maio - 31/maio,Domingo
Guarulhos,22:30,23:40,Galeão,01/maio - 31/maio,Segunda Sexta Domingo
Goiânia,05:10,06:55,Galeão,01/maio - 31/maio,Domingo
Goiânia,05:15,07:00,Galeão,01/maio - 31/maio,Sexta Sábado
Goiânia,14:15,16:00,Galeão,01/maio - 31/maio,Domingo
Goiânia,18:20,20:05,Galeão,01/maio - 31/maio,Sexta Segunda Terça Quarta Quinta
Foz do Iguaçu,04:45,06:40,Galeão,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Foz do Iguaçu,10:20,12:35,Galeão,01/maio - 31/maio,Sexta Domingo
Foz do Iguaçu,10:40,12:55,Galeão,01/maio - 31/maio,Sábado
João Pessoa,03:45,06:50,Galeão,01/maio - 31/maio,Sexta Sábado Segunda Terça Quinta Sexta
João Pessoa,11:20,14:25,Galeão,01/maio - 31/maio,Sábado Domingo Segunda Terça Quarta Sexta
Manaus,01:45,06:50,Galeão,01/maio - 31/maio,Sábado Segunda Terça Quarta Quinta
Maceió,11:00,13:40,Galeão,01/maio - 31/maio,Sexta Sábado Domingo
Maceió,17:05,19:50,Galeão,01/maio - 31/maio,Sábado
Maceió,17:55,20:35,Galeão,01/maio - 31/maio,Sexta Domingo
Montevidéu,02:30,05:10,Galeão,01/maio - 31/maio,Segunda Quarta Sexta
Montevidéu,18:55,21:40,Galeão,01/maio - 31/maio,Sábado
Natal,03:30,06:45,Galeão,01/maio - 31/maio,Sexta Sábado
Natal,06:40,09:55,Galeão,01/maio - 31/maio,Domingo
Natal,11:30,14:45,Galeão,01/maio - 31/maio,Sábado
Navegantes,09:45,11:10,Galeão,01/maio - 31/maio,Domingo
Navegantes,10:15,11:40,Galeão,01/maio - 31/maio,Sexta Sábado
Navegantes,19:15,20:40,Galeão,01/maio - 31/maio,Domingo
Navegantes,21:30,22:55,Galeão,01/maio - 31/maio,Sexta Segunda Terça Quarta Quinta
Porto Alegre,05:00,06:55,Galeão,01/maio - 31/maio,Sexta Sábado
Porto Alegre,07:00,09:00,Galeão,01/maio - 31/maio,Domingo
Porto Alegre,08:45,10:40,Galeão,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Porto Alegre,10:35,12:30,Galeão,01/maio - 31/maio,Sexta Sábado Domingo
Porto Alegre,17:05,19:00,Galeão,01/maio - 31/maio,Sábado Domingo
Porto Alegre,17:15,19:15,Galeão,01/maio - 31/maio,Sábado
Porto Alegre,17:25,19:25,Galeão,01/maio - 31/maio,Segunda Terça Sexta
Porto Alegre,19:25,21:25,Galeão,01/maio - 31/maio,Sexta Domingo
Porto Alegre,20:20,22:15,Galeão,01/maio - 31/maio,Domingo
Porto Alegre,21:05,23:00,Galeão,01/maio - 31/maio,Segunda Quinta Sexta
Porto Alegre,22:10,00:10,Galeão,01/maio - 31/maio,Domingo
Porto Alegre,22:25,00:20,Galeão,01/maio - 31/maio,Terça
Porto Alegre,22:45,00:40,Galeão,01/maio - 31/maio,Quarta
Recife,03:05,06:00,Galeão,01/maio - 31/maio,Domingo
Recife,04:00,06:55,Galeão,01/maio - 31/maio,Sexta Sábado
Recife,12:30,15:25,Galeão,01/maio - 31/maio,Segunda Quarta Sexta Sábado
Recife,15:25,18:20,Galeão,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Recife,17:10,20:05,Galeão,01/maio - 31/maio,Sexta Sábado Domingo
Recife,22:55,01:50,Galeão,01/maio - 31/maio,Domingo
Rosário,03:00,05:50,Galeão,01/maio - 31/maio,Quarta Sexta Domingo
São José dos Campos,06:00,07:05,Galeão,01/maio - 31/maio,Segunda Quinta Sábado
Salvador,00:15,02:25,Galeão,01/maio - 31/maio,Segunda
Salvador,02:50,05:00,Galeão,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Salvador,04:50,07:00,Galeão,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Salvador,10:55,13:05,Galeão,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Salvador,11:40,13:45,Galeão,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Salvador,14:35,16:45,Galeão,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Salvador,19:00,21:15,Galeão,01/maio - 31/maio,Sexta Sábado Domingo
Viracopos,05:30,06:50,Galeão,01/maio - 31/maio,Domingo
Viracopos,09:45,11:05,Galeão,01/maio - 31/maio,Sexta Sábado Domingo
Viracopos,19:05,20:25,Galeão,01/maio - 31/maio,Segunda Quarta Quinta Sexta
Viracopos,19:45,21:05,Galeão,01/maio - 31/maio,Terça
Viracopos,20:05,21:25,Galeão,01/maio - 31/maio,Domingo
Vitória,03:00,04:10,Galeão,01/maio - 31/maio,Domingo
Vitória,04:30,05:40,Galeão,01/maio - 31/maio,Sexta
Vitória,04:50,06:00,Galeão,01/maio - 31/maio,Sábado
Vitória,08:40,09:50,Galeão,01/maio - 31/maio,Sexta Domingo
Vitória,09:30,10:40,Galeão,01/maio - 31/maio,Sábado
Vitória,09:50,11:00,Galeão,01/maio - 31/maio,Sábado
Vitória,15:05,16:15,Galeão,01/maio - 31/maio,Domingo
Vitória,15:35,16:45,Galeão,01/maio - 31/maio,Sábado
Vitória,17:10,18:20,Galeão,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Vitória,19:20,20:30,Galeão,01/maio - 31/maio,Sexta Domingo
Vitória,21:35,22:45,Galeão,01/maio - 31/maio,Domingo
Vitória,21:35,22:45,Galeão,01/maio - 31/maio,Sexta
Vitória,23:00,00:10,Galeão,01/maio - 31/maio,Domingo
Goiânia,06:00,07:50,Guarulhos,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Goiânia,11:25,13:00,Guarulhos,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Goiânia,20:10,21:55,Guarulhos,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Foz do Iguaçu,06:00,07:45,Guarulhos,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Foz do Iguaçu,11:25,13:05,Guarulhos,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Foz do Iguaçu,20:20,22:15,Guarulhos,01/maio - 31/maio,Sexta Domingo
Ilhéus,12:15,14:20,Guarulhos,01/maio - 31/maio,Sábado
Ilhéus,18:30,20:40,Guarulhos,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Juazeiro do Norte,05:10,08:10,Guarulhos,01/maio - 31/maio,Sexta Sábado Domingo
Juazeiro do Norte,12:55,15:55,Guarulhos,01/maio - 31/maio,Sábado
Juazeiro do Norte,12:55,15:55,Guarulhos,01/maio - 31/maio,Quarta
Jericoacoara,12:45,16:20,Guarulhos,01/maio - 31/maio,Segunda Quarta Sábado
João Pessoa,04:15,07:50,Guarulhos,01/maio - 31/maio,Domingo
João Pessoa,04:55,08:30,Guarulhos,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
João Pessoa,18:10,21:45,Guarulhos,01/maio - 31/maio,Sexta
João Pessoa,18:25,22:00,Guarulhos,01/maio - 31/maio,Domingo
Manaus,02:00,07:05,Guarulhos,01/maio - 31/maio,Quarta
Manaus,02:15,07:25,Guarulhos,01/maio - 31/maio,Sábado Domingo
Manaus,02:40,07:50,Guarulhos,01/maio - 31/maio,Quinta
Manaus,13:45,18:40,Guarulhos,01/maio - 31/maio,Sexta
Manaus,14:30,19:25,Guarulhos,01/maio - 31/maio,Domingo
Maceió,01:50,04:55,Guarulhos,01/maio - 31/maio,Quinta
Maceió,03:40,06:45,Guarulhos,01/maio - 31/maio,Sábado Domingo
Maceió,10:45,13:45,Guarulhos,01/maio - 31/maio,Segunda Terça Quinta
Maceió,11:15,14:10,Guarulhos,01/maio - 31/maio,Quarta
Maceió,11:30,14:30,Guarulhos,01/maio - 31/maio,Sexta
Maceió,12:55,15:55,Guarulhos,01/maio - 31/maio,Sábado Domingo
Maceió,16:55,19:55,Guarulhos,01/maio - 31/maio,Sexta Domingo
Maceió,19:15,22:20,Guarulhos,01/maio - 31/maio,Sexta
Mendoza,14:10,17:20,Guarulhos,01/maio - 31/maio,Terça Quinta Sexta Domingo
Maringá,06:35,08:00,Guarulhos,01/maio - 31/maio,Sexta Sábado
Maringá,06:55,08:20,Guarulhos,01/maio - 31/maio,Domingo
Montevidéu,13:05,15:35,Guarulhos,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Natal,03:25,07:10,Guarulhos,01/maio - 31/maio,Sexta
Natal,04:15,07:50,Guarulhos,01/maio - 31/maio,Sábado
Natal,04:50,08:25,Guarulhos,01/maio - 31/maio,Domingo
Natal,12:50,16:20,Guarulhos,01/maio - 31/maio,Sábado Domingo Segunda Terça Quarta Quinta
Natal,18:15,21:50,Guarulhos,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Navegantes,06:20,07:45,Guarulhos,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Navegantes,11:10,12:25,Guarulhos,01/maio - 31/maio,Sexta Sábado Domingo
Navegantes,16:10,17:25,Guarulhos,01/maio - 31/maio,Domingo
Navegantes,19:05,20:20,Guarulhos,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Sinop,12:00,15:40,Guarulhos,01/maio - 31/maio,Sexta Sábado Domingo
Pelotas,19:45,21:55,Guarulhos,01/maio - 31/maio,Segunda Quarta Sexta
Passo Fundo,11:15,12:55,Guarulhos,01/maio - 31/maio,Terça Quinta Sábado
Petrolina,02:00,04:50,Guarulhos,01/maio - 31/maio,Quarta Sexta
Petrolina,03:05,05:55,Guarulhos,01/maio - 31/maio,Segunda Terça Quinta
Petrolina,04:30,07:20,Guarulhos,01/maio - 31/maio,Sábado
Porto Alegre,06:00,07:50,Guarulhos,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Porto Alegre,11:05,12:50,Guarulhos,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Porto Alegre,13:35,15:20,Guarulhos,01/maio - 31/maio,Sexta Sábado Domingo
Porto Alegre,18:35,20:20,Guarulhos,01/maio - 31/maio,Segunda Terça Quarta Sexta
Porto Alegre,20:00,21:50,Guarulhos,01/maio - 31/maio,Domingo
Porto Alegre,20:35,22:25,Guarulhos,01/maio - 31/maio,Quinta
Porto Alegre,22:20,00:10,Guarulhos,01/maio - 31/maio,Sexta
Punta Cana,23:00,07:00,Guarulhos,01/maio - 31/maio,Segunda Quarta Sábado
Recife,03:50,07:15,Guarulhos,01/maio - 31/maio,Sexta Sábado
Recife,04:30,07:55,Guarulhos,01/maio - 31/maio,Sexta
Recife,04:50,08:15,Guarulhos,01/maio - 31/maio,Domingo
Recife,12:35,15:55,Guarulhos,01/maio - 31/maio,Sábado Segunda Terça Quarta Quinta
Recife,17:45,21:00,Guarulhos,01/maio - 31/maio,Sexta Domingo
San Jose,20:25,07:00,Guarulhos,01/maio - 31/maio,Terça Quinta Sábado
São Luís,03:15,07:00,Guarulhos,01/maio - 31/maio,Sábado
São Luís,03:15,07:00,Guarulhos,01/maio - 31/maio,Sexta Sábado Domingo
São Luís,04:05,07:50,Guarulhos,01/maio - 31/maio,Quinta
Salvador,05:30,08:05,Guarulhos,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Sexta
Salvador,12:25,14:55,Guarulhos,01/maio - 31/maio,Sábado Domingo Segunda Terça Quarta Quinta
Salvador,17:25,19:55,Guarulhos,01/maio - 31/maio,Sexta
Salvador,17:45,20:25,Guarulhos,01/maio - 31/maio,Domingo
Salvador,18:50,21:20,Guarulhos,01/maio - 31/maio,Sábado
Teresina,04:55,08:10,Guarulhos,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Vitória da Conquista,06:20,08:25,Guarulhos,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Vitória,06:00,07:40,Guarulhos,01/maio - 31/maio,Sexta Sábado
Vitória,11:05,12:35,Guarulhos,01/maio - 31/maio,Sábado Domingo
Vitória,11:35,13:05,Guarulhos,01/maio - 31/maio,Sexta Segunda Terça Quarta Quinta
Vitória,18:50,20:25,Guarulhos,01/maio - 31/maio,Sexta Domingo Segunda Terça Quinta Sexta Domingo
Chapecó,06:00,07:45,Guarulhos,01/maio - 31/maio,Domingo
Chapecó,06:25,08:10,Guarulhos,01/maio - 31/maio,Segunda Quarta Sexta
Chapecó,18:55,20:40,Guarulhos,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Salvador,16:00,18:05,Goiânia,01/maio - 31/maio,Sexta Sábado Domingo
Salvador,23:00,01:05,Goiânia,01/maio - 31/maio,Domingo
Salvador,14:45,16:25,João Pessoa,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Porto Velho,23:30,00:50,Manaus,01/maio - 31/maio,Sexta Domingo
Rio Branco,23:30,02:25,Manaus,01/maio - 31/maio,Terça Quinta Sábado
Santarém,14:45,15:05,Manaus,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Salvador,14:55,16:05,Maceió,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Salvador,14:55,16:30,Natal,01/maio - 31/maio,Sexta Sábado Domingo
Salvador,14:50,18:40,Porto Alegre,01/maio - 31/maio,Sábado
Salvador,14:55,16:15,Recife,01/maio - 31/maio,Sexta Sábado Domingo
Salvador,19:20,20:40,Recife,01/maio - 31/maio,Segunda Quinta Sábado
Salvador,23:45,01:05,Recife,01/maio - 31/maio,Domingo
Salvador,14:45,16:55,São Luís,01/maio - 31/maio,Sexta Sábado Domingo
Viracopos,08:25,11:00,Salvador,01/maio - 31/maio,Domingo
Viracopos,11:25,13:50,Salvador,01/maio - 31/maio,Sexta Sábado Domingo
Vitória,11:30,13:05,Salvador,01/maio - 31/maio,Sábado
Vitória,12:40,14:10,Salvador,01/maio - 31/maio,Sexta Domingo
Vitória,23:25,01:00,Salvador,01/maio - 31/maio,Domingo
